CityName,TouristSpot,Description,Images,Maps,Hotels,Attractions,Meals,
Turkey,Aya Sofya,"
Renowned as one of the most beautiful buildings in the world, the spellbinding Byzantine glory of the Aya Sofya Museum (Hagia Sophia) is not only one of the top things to do in Istanbul, but also in Turkey. The staggering bulk of its exterior is rimmed by the delicate minarets added after the Ottoman conquest, while the sumptuous and cavernous frescoed interior is a grand reminder of old Constantinople's might and power. This famed monument is a must-do for every tourist visiting the country.","['//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Hagia_Sophia_Mars_2013.jpg/220px-Hagia_Sophia_Mars_2013.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/af/HagiaSophia_DomeVerticalPano_%28pixinn.net%29.jpg/220px-HagiaSophia_DomeVerticalPano_%28pixinn.net%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Istanbul.Hagia_Sophia048.jpg/620px-Istanbul.Hagia_Sophia048.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Turkey-3052_%282216463731%29.jpg/220px-Turkey-3052_%282216463731%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Hagia_sophia_prayer_room_exterior.jpg/220px-Hagia_sophia_prayer_room_exterior.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Istanbul_asv2020-02_img45_Hagia_Sophia.jpg/220px-Istanbul_asv2020-02_img45_Hagia_Sophia.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Istanbul.Hagia_Sophia055.jpg/220px-Istanbul.Hagia_Sophia055.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Le_24feb_a_11h23_-_Ste_Sophie_%281280x1280%29.jpg/220px-Le_24feb_a_11h23_-_Ste_Sophie_%281280x1280%29.jpg', '//upload.wikimedia.org/wikipedia/commons/9/99/Istanbul_001.JPG']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1505.3790392068354!2d28.979064563283835!3d41.008667988303316!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14cab9be92011c27%3A0x236e6f6f37444fae!2sHagia%20Sophia!5e0!3m2!1sen!2sin!4v1601288095913!5m2!1sen!2sin,"['Celal Sultan Hotel Special Class', 'Sultanahmet Hotel Han', 'Ottoman Hotel Imperial', 'Four Seasons Hotel Istanbul At Sultanahmet', 'Premist Hotels']",['Hagia Sophia'],"['Fuego Cafe & Restaurant', 'Doy Doy Restaurant', 'Mitara Cafe & Art', 'Hagia Sophia', 'Mihri Restaurant']",
Turkey,Ephesus,"
Not to be missed, the mighty ruin of Ephesus is a city of colossal monuments and marble-columned roads. One of the most complete, still-standing Roman cities in the Mediterranean region, this is the place to experience what life must have been like during the golden age of the Roman Empire. A sightseeing trip here will take at least half a day to cover the major highlights and longer, if you really want to explore, so make sure you plan your visit so you don't feel rushed.","['//upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ephesus_Celsus_Library_Fa%C3%A7ade.jpg/620px-Ephesus_Celsus_Library_Fa%C3%A7ade.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Templo-Artemisa-Efeso-2017.jpg/620px-Templo-Artemisa-Efeso-2017.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Ephesus_street_scene.jpg/600px-Ephesus_street_scene.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Ephesus_Terrace_Houses.jpg/620px-Ephesus_Terrace_Houses.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Ephesos_amphitheatre.jpg/620px-Ephesos_amphitheatre.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Temple_of_Hadrian_Ephesus_2.jpg/670px-Temple_of_Hadrian_Ephesus_2.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Efes.ruins.jpg/620px-Efes.ruins.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Tomb_of_Saint_John_the_Apostle.jpg/620px-Tomb_of_Saint_John_the_Apostle.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Library_of_Celsus_side_view.jpg/620px-Library_of_Celsus_side_view.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3146.2038400327983!2d27.36557651517959!3d37.949026179728115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14bead49aab09aad%3A0x68960e46cc67902!2sEphesus%20Archaeological%20Museum!5e0!3m2!1sen!2sin!4v1601288195521!5m2!1sen!2sin,"['EPHESUS PALACE', 'Artemis Sel�uk Suites', 'Boomerang Guesthouse', 'ENA Serenity Boutique Hotel Ephesus', 'Australian New Zealand Pansion']","['Ephesus Archaeological Museum', 'Basilica Of Saint John', 'The Temple of Artemis', 'Grotto Of The Seven Sleepers', '?sa Bey Mosque']",['Ali Baba & Mehmet Kebab House'],
Turkey,Cappadocia,"
The surreal, swooping rock valleys of Cappadocia are every photographer's dream. Cliff ridges and hill crests are home to rippling panoramas of wave-like rock or wacky-shaped pinnacles that have been formed by millennia of wind and water action. And if you don't feel like hiking for the views, this is one of the world's top destinations to take a hot air balloon ride. If the lunar-scape isn't enough to tempt you, nestled in these valleys are the frescoed rock-cut churches of the Byzantine Era, when this area was an important early Christian site.","['//upload.wikimedia.org/wikipedia/commons/8/85/Cappadocia_Aktepe_Panorama.JPG','//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Cappadocia_%288273664291%29.jpg/620px-Cappadocia_%288273664291%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/91/U%C3%A7hisar%2C_Cappadocia_07.jpg/620px-U%C3%A7hisar%2C_Cappadocia_07.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Turkey.Mount_Erciyes01.jpg/650px-Turkey.Mount_Erciyes01.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/78/View_of_Cappadocia_edit.jpg/650px-View_of_Cappadocia_edit.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/06/IhlaraTal.jpg/633px-IhlaraTal.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/1/1d/Capadocia2006.jpg/650px-Capadocia2006.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/House_in_Cappadocia_22.jpg/650px-House_in_Cappadocia_22.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Cappadociasunrise.jpg/650px-Cappadociasunrise.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/97/G%C3%B6reme.jpg/650px-G%C3%B6reme.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Cappadocia_camini_delle_fate.jpg/650px-Cappadocia_camini_delle_fate.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Babayan_panaromik_kar.jpg/650px-Babayan_panaromik_kar.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ibrahimpasa_koyu_bridge%2C_El_puente_de_Babayan.jpg/650px-Ibrahimpasa_koyu_bridge%2C_El_puente_de_Babayan.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Kaymakli_underground_city_8887_Nevit_Compressor.jpg/650px-Kaymakli_underground_city_8887_Nevit_Compressor.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1601548.2675021586!2d33.945842446661075!3d38.37156716475219!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14d6025c679e1679%3A0xf9178b7341dc5e49!2sCappadocia%2C%20Turkey!5e0!3m2!1sen!2sin!4v1601288267305!5m2!1sen!2sin,"['The Cappadocia Hotel', 'Cappadocia Cave Rooms', 'Cappadocia Cave Suites', 'Taskonaklar Hotel Cappadocia', 'Museum Hotel - Luxury Cave Hotel Cappadocia']",['Devrent (Imaginary Valley)'],"['Namaste India', 'Old Cappadocia', 'Topdeck Cave', 'Cappadocian Cuisine', 'Turkish Ravioli Restaurant']",
Turkey,Topkapi Palace,"
Sumptuous beyond belief, the Topkapi Palace takes you into the fantastical, opulent world of the sultans. It was from here that the sultans of the Ottoman Era carved out an empire that would extend up into Europe and down through the Middle East and into Africa. The interiors, with their decadently exuberant tiling and lavish jeweled decor, are an unforgettable peek into the Ottoman's power base. The surrounding public gardens were once the sole domain of the Royal Court but are now open to the public and provide a tranquil, green respite from the city streets.","['//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Topkap%C4%B1_-_01.jpg/700px-Topkap%C4%B1_-_01.jpg','//upload.wikimedia.org/wikipedia/commons/0/08/20180115_Topkapi_8046_%2826289549198%29.jpg','//upload.wikimedia.org/wikipedia/commons/a/aa/Topkapidins.JPG','//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Apartments_Valide_Sultan_Topkapi_March_2008pano.jpg/220px-Apartments_Valide_Sultan_Topkapi_March_2008pano.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/20131204_Istanbul_194.jpg/620px-20131204_Istanbul_194.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/4402_Istanbul_-_Topkapi_-_Harem_-_Cortile_delle_favorite_-_Foto_G._Dall%27Orto_27-5-2006.jpg/620px-4402_Istanbul_-_Topkapi_-_Harem_-_Cortile_delle_favorite_-_Foto_G._Dall%27Orto_27-5-2006.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Istanbul_asv2020-02_img35_Topkap%C4%B1_Palace.jpg/620px-Istanbul_asv2020-02_img35_Topkap%C4%B1_Palace.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Entrance_to_the_Circumcision_Room_at_Topkap%C4%B1_Palace.jpg/620px-Entrance_to_the_Circumcision_Room_at_Topkap%C4%B1_Palace.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Revan_Kiosk.jpg/620px-Revan_Kiosk.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/54/2013-01-02_Topkap%C4%B1_Palace_54.jpg/620px-2013-01-02_Topkap%C4%B1_Palace_54.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Yerevan_Kiosk_in_the_Topkap%C4%B1_Palace%2C_Istanbul%2C_Turkey_005.jpg/620px-Yerevan_Kiosk_in_the_Topkap%C4%B1_Palace%2C_Istanbul%2C_Turkey_005.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Kara_Mustafa_Pasha_Kiosk_internals.jpg/620px-Kara_Mustafa_Pasha_Kiosk_internals.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mecidiye_Kosku_Topkapi_Istanbul_2007_Pano.jpg/620px-Mecidiye_Kosku_Topkapi_Istanbul_2007_Pano.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Sofa_Camii_Topkapi_Istanbul_2007.jpg/620px-Sofa_Camii_Topkapi_Istanbul_2007.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3139295.9997160817!2d29.784776110318955!3d39.790866694996424!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x15aa1943c3015300!2sTopkapi%20Palace%20Museum!5e0!3m2!1sen!2sin!4v1601288332819!5m2!1sen!2sin,['Swandor Hotels & Resorts Topkapi Palace'],"['Topkapi Palace Museum', 'Basilica Cistern', 'Hagia Sophia', 'G�lhane Park', 'Sultanahmet Square']","['Konyali', 'Karakol Restaurant ve Cafe']",
Turkey,Pamukkale,"
One of Turkey's most famous natural wonders, the pure white travertine terraces of Pamukkale (Cotton Castle in English) cascade down the slope looking like an out-of-place snowfield amid the green landscape. Although the travertines are themselves a highlight of a Turkey trip, the vast and rambling ruins of Roman Hierapolis, an ancient spa town, lie on the top of this calcite hill, providing another reason to visit.","['//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Pamukkale4.jpg/660px-Pamukkale4.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pamukkale_30.jpg/620px-Pamukkale_30.jpg', '//wikitravel.org/upload/shared//f/f7/Pamukkale_Banner.jpg', '//upload.wikimedia.org/wikipedia/commons/a/ac/Pamukkale_14.jpg','//upload.wikimedia.org/wikipedia/commons/c/c0/Hot_springs_of_Pamukkale_edit_cropped.JPG']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6295.296737718892!2d29.11279367582664!3d37.91528091893611!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14c713c95620da2f%3A0xb1190f5f451efcd6!2sPamukkale%2C%2020190%20Pamukkale%2FDenizli%2C%20Turkey!5e0!3m2!1sen!2sin!4v1601288381398!5m2!1sen!2sin,"['HOTEL AL?DA PAMUKKALE', 'Venus Suite Hotel', 'Hotel Pamukkale', 'Anatolia Hotel', 'Richmond Pamukkale Thermal Resort']",[],"['White House Restaurant & Cafe', ""Lamuko's Lokanta"", 'Hal-tur Restaurant', 'Traverten Pide', 'White Dragon Chinese & Turkish Cuisine']",
Turkey,Sumela Monastery,"
With its stunning, lonely setting, built into a cliff face, Sumela Monastery (Monastery of the Virgin Mary) is the star attraction for visitors along the Black Sea Coast. Wandering around this abandoned religious complex, with its church interiors crammed with dazzling and vibrant frescoes, is a must for anyone who makes the long journey to Turkey's northeast region. The monastery first opened during the Byzantine era and was only closed in 1923. Today, wandering its empty cells, it's easy to imagine the isolated lives of the monks who once lived here.","['//upload.wikimedia.org/wikipedia/commons/d/db/Sumela_From_Across_Valley.JPG', '//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Soumela.jpg/650px-Soumela.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Kl%C3%A1%C5%A1ter_Sumela_-_panoramio.jpg/620px-Kl%C3%A1%C5%A1ter_Sumela_-_panoramio.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/10/61750_Alt%C4%B1ndere-Ma%C3%A7ka-Trabzon%2C_Turkey_-_panoramio_%288%29.jpg/620px-61750_Alt%C4%B1ndere-Ma%C3%A7ka-Trabzon%2C_Turkey_-_panoramio_%288%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/df/61750_Alt%C4%B1ndere-Ma%C3%A7ka-Trabzon%2C_Turkey_-_panoramio_%286%29.jpg/620px-61750_Alt%C4%B1ndere-Ma%C3%A7ka-Trabzon%2C_Turkey_-_panoramio_%286%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Fresco_in_Sumela_monestary.jpg/678px-Fresco_in_Sumela_monestary.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Panagia_Soumela_%CE%A0%CE%B1%CE%BD%CE%B1%CE%B3%CE%AF%CE%B1_%CE%A3%CE%BF%CF%85%CE%BC%CE%B5%CE%BB%CE%AC_%2839670786834%29.jpg/620px-Panagia_Soumela_%CE%A0%CE%B1%CE%BD%CE%B1%CE%B3%CE%AF%CE%B1_%CE%A3%CE%BF%CF%85%CE%BC%CE%B5%CE%BB%CE%AC_%2839670786834%29.jpg','//upload.wikimedia.org/wikipedia/commons/1/18/Sumela_Showing_Location.JPG']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3025.2667444295666!2d39.65620621526675!3d40.690122579334265!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x40645498cdbf568b%3A0x399f2299e21b4d07!2sSoumela%20Monastery!5e0!3m2!1sen!2sin!4v1601288483726!5m2!1sen!2sin,"['?SKAL?TA BUT?K HOTEL', 'Hotel B�y�k S�mela', '?PEKYOLU PARK HOTEL', 'Hotel Buyuk Sumela', 'Camlik Apart Hotel']",['Soumela Monastery'],['Soumela Monastery'],
Turkey,Mount Nemrut,"
The top sightseeing drawcard for Eastern Turkey, Mount Nemrut's summit funerary mound is scattered with the broken remnants of once mammoth statues, which guarded it. This weird and lonely place has to be one of Turkey's most peculiar archaeological sites. The giant stone heads of long-forgotten gods stare out from the summit, casting an eerie atmosphere over the barren mountaintop. The time to come is at sunrise, so you can watch the statues as they loom out of the dark.","['//upload.wikimedia.org/wikipedia/commons/8/8f/Nemrut_Mountain_Peak.JPG','//upload.wikimedia.org/wikipedia/commons/0/00/Mount_Nemrut_%281%29.JPG', '//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Mount_Nemrut_%284%29.jpg/269px-Mount_Nemrut_%284%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Mount_Nemrut_1.jpg/640px-Mount_Nemrut_1.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/East_Terrace_%284961323529%29.jpg/671px-East_Terrace_%284961323529%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/76/East_Terrace_%284961356591%29.jpg/670px-East_Terrace_%284961356591%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/6/67/West_Terrace_%284961375519%29.jpg/671px-West_Terrace_%284961375519%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/0/07/NemrudOstThrone.jpg/670px-NemrudOstThrone.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Mount_Nemrut_-_Apollo_and_Heracles_Artagnes_Ares_%284961939940%29.jpg/619px-Mount_Nemrut_-_Apollo_and_Heracles_Artagnes_Ares_%284961939940%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Mount_Nemrut_-_Antiochus_%284962117788%29.jpg/620px-Mount_Nemrut_-_Antiochus_%284962117788%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Mount_Nemrut_-_Apollo_%284961945512%29.jpg/620px-Mount_Nemrut_-_Apollo_%284961945512%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Zeus_Oromasdes_%284961550509%29.jpg/620px-Zeus_Oromasdes_%284961550509%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Heracles_Artagnes_Ares_%284961567803%29.jpg/620px-Heracles_Artagnes_Ares_%284961567803%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Goddess_of_Kommagene_%28Tyche%29_%284961562037%29.jpg/620px-Goddess_of_Kommagene_%28Tyche%29_%284961562037%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/3/33/NemrudWestAdlerkopf.jpg/670px-NemrudWestAdlerkopf.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Aslan_%28Lion%29_%284961933152%29.jpg/670px-Aslan_%28Lion%29_%284961933152%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Eagle_and_Lion_%284962096376%29.jpg/670px-Eagle_and_Lion_%284962096376%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Nemrut_Dagi_%283823873001%29.jpg/640px-Nemrut_Dagi_%283823873001%29.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1572.4240833445192!2d38.73978970815613!3d37.98067254493064!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4075ff1780b7aec9%3A0x31abab7733e1fa45!2sMount%20Nemrut!5e0!3m2!1sen!2sin!4v1601288541526!5m2!1sen!2sin,"['Euphrat Hotel', 'Nemrut Kervansaray Hotel', 'Karadut Pension Nemrut', 'Kommagene Hotel', 'Nemrut G�ne? Motel']",['Mount Nemrut'],['Mount Nemrut'],
Dubai,Burj Khalifa,"
Dubai's landmark building is the Burj Khalifa, which at 829.8 meters is the tallest building in the world and the most famous of the city's points of interest. For most visitors, a trip to the observation deck on the 124th floor here is a must-do while in the city. The views across the city skyline from this bird's-eye perspective are simply staggering. The slick observation deck experience includes a multimedia presentation on both Dubai and the building of the Burj Khalifa (completed in 2010) before a high-speed elevator whizzes you up to the observation deck for those 360-degree views out across the skyscrapers to the desert on one side and the ocean on the other. Nighttime visits are particularly popular with photographers due to Dubai's famous city-lights panoramas. Buy your Burj Khalifa At the Top Entrance Ticket in advance to avoid long line-ups, especially if you are planning to visit on a weekend. Back on the ground, wrapping around the Burj Khalifa, are the building's beautifully designed gardens, with winding walkways. There are plenty of water features including the Dubai Fountain, the world's tallest performing fountain, modeled on the famous Fountains of Bellagio in Las Vegas","['//upload.wikimedia.org/wikipedia/en/thumb/9/93/Burj_Khalifa.jpg/640px-Burj_Khalifa.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Burj_dubai_aerial_closeup.jpg/670px-Burj_dubai_aerial_closeup.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Burj_Dubai_001.jpg/650px-Burj_Dubai_001.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/View_of_Burj_Khalifa_from_Hotel_Oberoi.jpg/620px-View_of_Burj_Khalifa_from_Hotel_Oberoi.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/9/97/Burj_khalifa_opening_ceremony.jpg/620px-Burj_khalifa_opening_ceremony.jpg', '//cf.bstatic.com/images/hotel/max1280x900/524/52480582.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3610.1786539269215!2d55.272187714845366!3d25.19719698389622!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3e5f43348a67e24b%3A0xff45e502e1ceb7e2!2sBurj%20Khalifa!5e0!3m2!1sen!2sin!4v1601287157964!5m2!1sen!2sin,"['Swiss�tel Al Murooj Dubai', 'Ramada by Wyndham Downtown Dubai', 'Armani Hotel Dubai', 'Taj Dubai', 'Palace Downtown']","['Burj Khalifa', 'Burj Park by Emaar', 'The Dubai Fountain', 'Dubai Aquarium & Underwater Zoo', 'Dubai Lake Fountain Ride']","['123?At.Mosphere Burj Khalifa', 'Armani/Amal', 'The Burj Club', 'Serafina Dubai', '3BK Restaurant']",
Dubai,Dubai Mall,"
Dubai Mall is the city's premier mall and provides entry to the Burj Khalifa, as well as the Dubai Aquarium. There is also an ice-skating rink, gaming zone, and cinema complex if you're looking for more entertainment options. The shopping and eating is endless, and there are nearly always special events such as live music and fashion shows within the mall. The most famous of these are the annual Dubai Shopping Festival in January and February and the Dubai Summer Surprises Festival in July and August.","['//upload.wikimedia.org/wikipedia/commons/0/0c/Dubai_mall_indoor.JPG','//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Dubai_Mall.jpg/620px-Dubai_Mall.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rainforest_Cafe_%284128580827%29.jpg/620px-Rainforest_Cafe_%284128580827%29.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Hysteria_dubai_mall.jpg/620px-Hysteria_dubai_mall.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/11/Dubai_Dino.jpg/620px-Dubai_Dino.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/%28UAE%29_The_Dubai_Fountain_at_Dusk_01.jpg/620px-%28UAE%29_The_Dubai_Fountain_at_Dusk_01.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Dubai_Mall_Dinosaur.jpg/690px-Dubai_Mall_Dinosaur.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dubai_mall_inside.jpg/690px-Dubai_mall_inside.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Dubai_Mall_inside6.jpg/650px-Dubai_Mall_inside6.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/42/081106_Dubai_Mall_-_souk.jpg/690px-081106_Dubai_Mall_-_souk.jpg','//upload.wikimedia.org/wikipedia/commons/6/6d/Dubai_Mall-Dubai3161.JPG']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7220.343021158673!2d55.275120524492564!3d25.19743793558418!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3e5f682829c85c07%3A0xa5eda9fb3c93b69d!2sThe%20Dubai%20Mall!5e0!3m2!1sen!2sin!4v1601287212531!5m2!1sen!2sin,"['Swiss�tel Al Murooj Dubai', 'Millennium Central Downtown', 'Address Dubai Mall', 'Rove Downtown', 'Ramada by Wyndham Downtown Dubai']","['Dubai Aquarium & Underwater Zoo', 'Dubai Dino', 'The Dubai Fountain', 'City Sightseeing Dubai - Dubai Mall', 'The Dubai Mall Waterfalls']","['Dubai Mall Food Court', 'Markette', 'Eataly', 'Angelina', 'Tribes Dubai Mall']",
Dubai,Dubai Museum,"
Dubai's excellent museum is housed in the Al-Fahidi Fort, built in 1787 to defend Dubai Creek. The fort's walls are built out of traditional coral-blocks and held together with lime. The upper floor is supported by wooden poles, and the ceiling is constructed from palm fronds, mud, and plaster. In its history, the fort has served as a residence for the ruling family, a seat of government, garrison, and prison. Restored in 1971 (and again extensively in 1995), it is now the city's premier museum. The entrance has a fascinating exhibition of old maps of the Emirates and Dubai, showing the mammoth expansion that hit the region after the oil boom. The courtyard is home to several traditional boats and a palm-leaf house with an Emirati wind-tower. The right-hand hall features weaponry, and the left-hand hall showcases Emirati musical instruments. Below the ground floor are display halls with exhibits and dioramas covering various aspects of traditional Emirati life (including pearl fishing and Bedouin desert life), as well as artifacts from the 3,000- to 4,000-year-old graves at Al Qusais archaeological site.","['//upload.wikimedia.org/wikipedia/commons/thumb/4/45/UAE_Dubai_Al_Fahidi_Fort_img1_asv2018-01.jpg/640px-UAE_Dubai_Al_Fahidi_Fort_img1_asv2018-01.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Al_Fahidi2.jpg/680px-Al_Fahidi2.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/74/UAE_Dubai_Al_Fahidi_Fort_img2_asv2018-01.jpg/620px-UAE_Dubai_Al_Fahidi_Fort_img2_asv2018-01.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Al_Fahidi_Fort.jpg/660px-Al_Fahidi_Fort.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Al_abra_and_al_hourey_exhibit_at_the_Dubai_Museum.jpg/660px-Al_abra_and_al_hourey_exhibit_at_the_Dubai_Museum.jpg', '//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Wind_Tower_Dubai.jpg/690px-Wind_Tower_Dubai.jpg', '//upload.wikimedia.org/wikipedia/en/thumb/7/71/Gift_shop_at_the_Dubai_Museum_%282006%29.jpg/660px-Gift_shop_at_the_Dubai_Museum_%282006%29.jpg']",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3608.194854463911!2d55.29403031448569!3d25.264029835186747!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3e5f433f672653d1%3A0x2a0a08ce5b12227b!2sDubai%20Museum!5e0!3m2!1sen!2sin!4v1601331807763!5m2!1sen!2sin,"['Arabian Courtyard Hotel & Spa', 'Holiday Inn Bur Dubai - Embassy District', 'XVA Art Hotel', 'Royal Ascot Hotel', 'Orchid Vue Hotel Dubai']","['House of Sheikh Saeed Al Maktoum', 'Al Fahidi Historical District - ?? ??????? ????????', 'Coffee Museum', 'Heritage Village', 'Grand Bur Dubai Masjid']","['Mumtaz Mahal Indian Speciality Restaurant', 'Arabian Tea House Restaurant & Cafe - Al Fahidi', 'Jabal Al Noor Cafeteria | Meena Bazaar, Bur Dubai', ""Fisherman's Hub"", 'Sanas Biryani Corner']",
